delta,theta,alpha,beta,rms,label
2.049875697268044e-10,2.710301773456695e-11,7.193579263521697e-12,1.5376523038152913e-11,2.2273889147628153e-05,5
2.3616489012662233e-10,5.1133645979581396e-11,1.1675380795220222e-11,3.3204442006958926e-11,2.1547037964411205e-05,5
3.3661046321840014e-10,4.3659980103336516e-11,8.338780747617771e-12,2.4125213063595905e-11,2.5248687138560745e-05,5
2.752565893503322e-10,5.301702808280843e-11,8.422124056142359e-12,2.6966106561865348e-11,2.2561202390856532e-05,5
3.7943214898532604e-10,4.6847327655688836e-11,7.131354135361209e-12,2.7520129888113382e-11,2.4473803373754183e-05,5
4.4126677891988616e-10,5.183910273563229e-11,1.0482371845615062e-11,2.3720981616350127e-11,3.135695230086456e-05,5
4.398489338116837e-10,6.015443846619335e-11,9.880866135158176e-12,2.8116116466448484e-11,2.9831883521512546e-05,5
4.0132378029118655e-10,5.856550154330176e-11,7.069601363586651e-12,2.4992225620007878e-11,2.5776323714142638e-05,5
2.8931386463050096e-10,4.290683606103314e-11,7.257757111255402e-12,2.509581952265337e-11,2.3819923626492214e-05,5
6.678224307455246e-10,8.773296135307998e-11,8.795758846205495e-12,2.6707353607535698e-11,3.190466868820648e-05,5
3.0131830093572e-10,5.59863844228677e-11,8.866642474034888e-12,2.3610221037654985e-11,2.2685993051134576e-05,5
4.439018351296169e-10,3.3573994359941264e-11,5.8425287485463054e-12,2.021565937750996e-11,2.9762370033796546e-05,5
5.652076716777775e-10,4.852218883122226e-11,1.0810862372856914e-11,1.9723345606404155e-11,3.075169561747791e-05,5
4.0171390773358447e-10,3.39687004373339e-11,5.98310981114837e-12,1.065598245923335e-11,3.175735406346167e-05,5
4.4833125152994977e-10,5.0309274516951474e-11,5.456413906132298e-12,1.735613603712044e-11,2.5236613698289575e-05,5
2.6011870755858384e-10,3.703187618317716e-11,7.162326263903496e-12,1.7028699204150066e-11,2.7567092423706328e-05,5
1.7052808317424944e-10,3.293147474955336e-11,6.61669207789847e-12,1.8436261601225995e-11,2.3703156621694943e-05,5
5.892205783764045e-10,8.107568364326344e-11,8.610875970538028e-12,2.0845933387197408e-11,3.185268477118429e-05,5
3.363387378366436e-10,4.14390543670717e-11,4.6658095305171675e-12,1.8651794206511727e-11,2.5262801421370567e-05,5
2.22461470796742e-10,1.8685860270195368e-11,3.974224384622907e-12,1.0962408504746171e-11,2.6435588839691762e-05,5
3.5158865510636067e-10,4.126369255616369e-11,5.88534203264931e-12,1.397104748333557e-11,2.3482089659235866e-05,5
3.5853674769214534e-10,5.869516915371889e-11,1.035166214713331e-11,1.957015000408241e-11,2.472687934826538e-05,5
2.861503349379452e-10,5.620478534713227e-11,5.884411320118786e-12,2.0372126650492342e-11,2.081452063941673e-05,5
2.6627760992649605e-10,2.761272552101775e-11,7.289143078871367e-12,1.9323039046528093e-11,2.534440918775583e-05,5
3.535836837702273e-10,4.2318971032948784e-11,8.548905621597525e-12,1.8520501360156787e-11,2.7776933405413576e-05,5
4.783316283149334e-10,4.0900345350102573e-11,8.136265259373557e-12,1.9314872490239324e-11,2.9449962275152023e-05,5
2.5908983571125815e-10,5.2770242362585154e-11,9.235990531874672e-12,2.512357629317903e-11,2.0948695681424302e-05,5
1.88824462694223e-10,3.4548451901673723e-11,6.781494762845292e-12,2.1889296384651114e-11,1.9750924450305686e-05,5
1.1683085067594096e-10,2.7465886503685503e-11,7.686437767610305e-12,2.03301477333354e-11,1.6741387073102755e-05,5
3.349988838092834e-10,5.994972968518299e-11,1.2053595890093442e-11,2.5671879927166866e-11,2.516811209105078e-05,5
4.4947705784300746e-10,3.938525329662693e-11,8.343210167339488e-12,1.9989460584134614e-11,2.9871534120800102e-05,5
3.910570807377164e-10,4.0132478536845165e-11,9.946564095864439e-12,2.1750424580245433e-11,2.5817672843085013e-05,5
3.0232131521342833e-10,3.753258856198734e-11,9.035955815980244e-12,1.9691886630939934e-11,2.6215043524785185e-05,5
3.2958379576388595e-10,3.6333149198046304e-11,7.383734031367566e-12,1.761643134468986e-11,2.61198887666061e-05,5
2.0899134183475874e-10,2.6696806606635353e-11,5.801998282392713e-12,1.9543215370817313e-11,1.997431887099474e-05,5
3.883993511586313e-10,2.73750669828462e-11,6.354118080630121e-12,1.5758037347217037e-11,2.976420962791161e-05,5
1.7490169768477467e-10,1.698750505432811e-11,4.716230634003642e-12,1.4681540476379895e-11,2.181351050213878e-05,5
2.2485801357162337e-10,1.9941550246955076e-11,5.221547899948032e-12,1.427172056503402e-11,2.1498501792876022e-05,5
2.804412456708637e-10,3.846083804017558e-11,5.861723527109424e-12,1.532602969072108e-11,2.3356744516047874e-05,5
4.3000780441002143e-10,4.155896193943952e-11,6.72079765037665e-12,1.4070682855700759e-11,2.8787313302439718e-05,5
2.4740335800946634e-10,2.6968083796301052e-11,6.115279636585311e-12,1.4242329941304663e-11,2.331039046129674e-05,5
2.9175651709142477e-10,3.1351876138831e-11,6.325019658088406e-12,1.2302373267109572e-11,2.3886547363790762e-05,5
2.81889145011489e-10,2.6931940790196495e-11,5.97632478546119e-12,1.633462858326277e-11,2.3215390649039217e-05,5
2.522399079637006e-10,3.6006323050118444e-11,9.098489712104837e-12,1.8608417246816172e-11,2.3932000710259045e-05,5
3.228455414657346e-10,3.0654002030147633e-11,7.104797014918634e-12,1.302585174222889e-11,2.537628508716019e-05,5
2.884655129685261e-10,2.5029482516382423e-11,6.250053205715416e-12,1.549491801205673e-11,2.432683252225664e-05,5
1.9178455099098668e-10,2.050349891688327e-11,4.962483574943556e-12,1.7042955702115515e-11,1.9691693331292967e-05,5
3.2234008524765846e-10,3.949107915700191e-11,1.0140931845143563e-11,1.9792092926753813e-11,2.883824145600448e-05,5
2.4353568952886326e-10,1.861800554678864e-11,5.472000600414584e-12,1.3576683564474867e-11,2.297934908961142e-05,5
3.335160592039605e-10,5.4248152595750624e-11,8.748342810620878e-12,2.6812347489234306e-11,2.4020102354523742e-05,5
3.883798965166761e-10,2.9283743900941255e-11,6.393760032000713e-12,1.5307135214834367e-11,3.5535082251857775e-05,5
6.077138601398421e-10,5.7362129518822716e-11,9.097969075614456e-12,2.3907545727028207e-11,3.540833438315848e-05,5
5.985049216294161e-10,7.331896968305529e-11,1.1346300239401147e-11,2.222053929209353e-11,3.157689976290761e-05,5
7.136551528513993e-10,6.658058722069576e-11,5.8850229916773825e-12,1.111335614984411e-11,3.473870319647058e-05,5
8.230869995352197e-10,6.429687676277671e-11,6.1917753619557235e-12,9.742108079088524e-12,3.51855343221671e-05,5
3.420543114581011e-10,2.5717360140989246e-11,4.657321933976719e-12,8.222450611529957e-12,2.9853834224697206e-05,5
3.8040583761261573e-10,4.677096494076061e-11,9.107485172063153e-12,1.3696439778141024e-11,3.028631138572305e-05,5
5.859905000651554e-10,5.300096724257526e-11,8.829527032100183e-12,1.4801370036458537e-11,4.023352559171826e-05,5
5.602063899985148e-10,7.811581340874869e-11,7.217141170043369e-12,1.6585546946507215e-11,3.4244378026221186e-05,5
4.3168496211945683e-10,5.537119444777457e-11,8.260148819899899e-12,1.629130976555237e-11,2.688518205425231e-05,5
1.82595163818232e-10,2.147934725430352e-11,4.2665478858162365e-12,1.0164655498073748e-11,1.793005917748292e-05,5
1.866082904038557e-10,3.2128025730087187e-11,6.0509556710370094e-12,8.993340446981148e-12,1.804017956352382e-05,5
2.731205185662535e-10,3.740922687256016e-11,6.6043877496399145e-12,1.4657571386608005e-11,2.131476849952254e-05,5
9.080561579422133e-11,1.6927656789630394e-11,5.2958383679661776e-12,1.4846870968934633e-11,1.6565583100666464e-05,5
4.70288593524638e-10,3.8045821795829884e-11,9.635627665789973e-12,2.7150092150394873e-11,3.101510851056496e-05,5
3.244446370695733e-10,2.2765266023821635e-11,7.910749871180055e-12,3.5167688908993243e-11,2.5281464569240415e-05,5
3.2387276699751964e-10,2.7223234136886724e-11,5.799632113615587e-12,1.2363358075143222e-11,2.2303964976252797e-05,5
2.1574957140575054e-10,1.9320786451496846e-11,4.362937404141142e-12,1.4250786264446505e-11,2.063674290216965e-05,5
2.9912700351796053e-10,2.7595611469032067e-11,6.671517387726062e-12,1.5545576207754475e-11,2.2245752147319103e-05,5
2.2218535380915633e-10,2.7592144981590093e-11,4.774928765135405e-12,1.2286199920833659e-11,2.0074991410181246e-05,5
4.5889931543494954e-10,3.5170931393363453e-11,7.200216039242664e-12,1.345127630721207e-11,2.8930398701484e-05,5
5.240386399039047e-10,4.935624921116828e-11,1.0292986847366203e-11,3.206576374006689e-11,2.98141166398297e-05,5
3.512379829009584e-10,3.4462308151066804e-11,8.885717074040506e-12,2.143605272673822e-11,2.623336445675763e-05,5
3.1590856835592377e-10,3.756999846736666e-11,7.938441261772853e-12,1.9327949745292602e-11,2.6767581164547614e-05,5
3.0659892889822835e-10,4.4624840946996147e-11,6.874674613438544e-12,1.3273218875850512e-11,2.327884241580784e-05,5
4.5795663195030605e-10,4.044795936775145e-11,6.2235018169481465e-12,1.1816949249585431e-11,2.6371576076188707e-05,5
3.0585020455753914e-10,4.0115345846242053e-11,6.489123707460836e-12,1.6196493563259026e-11,2.3779286092375092e-05,5
2.2934174512803463e-10,4.363696734423411e-11,6.7205470516526644e-12,1.3717003326324773e-11,2.082305864228656e-05,5
2.5723652187440036e-10,4.0259046881618186e-11,6.615823835119662e-12,1.5089517322349673e-11,2.0323820713014583e-05,5
4.2468019174381134e-10,5.173405191815435e-11,8.999820141434216e-12,1.1229364733106251e-11,2.507818279182481e-05,5
3.572136986466372e-10,5.1846468216005206e-11,9.102047690829594e-12,1.6982643783322653e-11,2.498216102226953e-05,5
1.6272005875208781e-10,2.2643830379849877e-11,5.675241082007787e-12,1.3604320547094345e-11,1.784273671199484e-05,5
3.788302609319309e-10,4.6976632985819743e-11,7.200484314566883e-12,1.502878845785997e-11,2.545937210206752e-05,5
3.5543642117392334e-10,7.38394232071542e-11,7.373778162154029e-12,1.4069431059175686e-11,2.5352952297526694e-05,5
2.845923109796281e-10,4.817187547454222e-11,7.628696208268183e-12,1.4573408033253556e-11,2.1212783981029997e-05,5
3.450261744872254e-10,5.484928834247193e-11,6.8820466201751914e-12,1.3805948672579006e-11,2.449443631777431e-05,5
3.590813590187595e-10,5.1950493037775477e-11,8.511215363620964e-12,1.7805971710169325e-11,2.3757829666371507e-05,5
5.400378168609658e-10,8.162908634009422e-11,6.826689257662249e-12,1.4466294105596215e-11,2.7807334920470694e-05,5
4.620927642329939e-10,5.238169044876604e-11,7.571816245730332e-12,1.7580949581109474e-11,2.7599629964199544e-05,5
4.5947184655015577e-10,4.3868290869228834e-11,6.969358003018698e-12,1.3236554554344187e-11,2.735408748916471e-05,5
2.2729331167062252e-10,2.8189515519369116e-11,5.419448898045258e-12,1.3552030977492091e-11,1.8766612223376578e-05,5
2.885163678745257e-10,3.1713896243556145e-11,5.36995089569965e-12,1.3027631748398379e-11,2.002914094011475e-05,5
2.5644190150413466e-10,3.6667909960883356e-11,6.072977054415751e-12,1.492948969657241e-11,1.9614084469293396e-05,5
3.628614647041395e-10,3.6176142027171294e-11,5.276911233771106e-12,1.0797426918507577e-11,2.161985469863223e-05,5
1.7886766933138576e-10,3.477416326166947e-11,5.816050511447148e-12,4.861622961065016e-12,1.6291833827083416e-05,5
4.193640578533474e-10,5.388451546166302e-11,4.688753782838616e-12,5.368388386386523e-12,2.3439454513231363e-05,5
2.3040559480704296e-10,3.3530834150072635e-11,5.512372135884497e-12,8.985872072298525e-12,1.947336579554409e-05,5
3.6843855413970264e-10,4.193966511862191e-11,5.023614042070321e-12,8.256451901627718e-12,2.2236784397203185e-05,5
2.7093740157888295e-10,3.7108265704160756e-11,5.035441600518692e-12,6.913987999963771e-12,2.0150364879301278e-05,5
5.031935135988309e-10,5.160425107771081e-11,5.764938895094344e-12,9.547505502841045e-12,2.7437112502630335e-05,5
4.493618483820496e-10,4.667740161852555e-11,5.851671937993028e-12,1.4378039992319794e-11,2.4607413980832294e-05,5
4.24904964040549e-10,5.239068823997005e-11,5.597346389407214e-12,1.0930226511640609e-11,2.616007578165282e-05,5
3.342199057468709e-10,4.4319146383125716e-11,7.500897632698995e-12,1.51618876176119e-11,2.24671614349838e-05,5
4.5304591019194274e-10,4.628485147235412e-11,5.8484622385278155e-12,1.4446705728375063e-11,2.4040220383523568e-05,5
3.422230410313082e-10,3.322572104585592e-11,5.7692288673918365e-12,1.054497161313586e-11,2.1692694068751608e-05,5
4.3102640701797123e-10,4.757644989954725e-11,3.936113327811731e-12,1.1095922821044536e-11,2.3684627398163338e-05,5
3.584408789817652e-10,5.049416471583863e-11,6.0872715582604795e-12,1.1538057188070171e-11,2.4126399065981716e-05,5
3.574013462165332e-10,4.813739793094927e-11,7.87345608781123e-12,1.5737617612544175e-11,2.3791975641171124e-05,5
3.8985366663322443e-10,5.061815458309945e-11,5.861547152535922e-12,1.139268659987846e-11,2.4343391891411335e-05,5
2.5449087623391275e-10,3.288560959406345e-11,8.08178868654805e-12,1.0460207798147648e-11,2.0159055015823207e-05,5
5.214103861914344e-10,4.712047532935535e-11,6.828437467406852e-12,1.00528220901977e-11,2.654212071346666e-05,5
3.1644161294329394e-10,3.317333082622567e-11,4.529480871504154e-12,9.085836662908415e-12,2.1255141460079767e-05,5
2.3606478819642537e-10,3.589382785626733e-11,4.550580581656389e-12,8.015007682556404e-12,1.9634330127913337e-05,5
2.2621643950369006e-10,3.175342315309489e-11,4.349085195381468e-12,1.049061223323944e-11,1.8294793536420105e-05,5
3.030486817632188e-10,3.058835121401732e-11,4.695216208822558e-12,1.0109500157241173e-11,2.092768144336058e-05,5
2.3571508283084087e-10,3.185627687378512e-11,4.446602697364781e-12,1.0307584994839987e-11,1.8258221800643008e-05,5
3.2916189305229405e-10,4.998532923468874e-11,6.1382276739197e-12,1.2621890097621838e-11,2.200047830578912e-05,5
2.855710610939653e-10,4.871466320820061e-11,7.104655118226738e-12,1.3114715429710072e-11,2.1042324894570485e-05,5
3.8341999074826517e-10,4.964840197526152e-11,7.123674341320394e-12,1.4122806928948651e-11,2.4152619651548106e-05,5
3.8608801174591263e-10,5.243745625777725e-11,7.356884038387911e-12,1.274815239832245e-11,2.406747677537195e-05,5
3.752303697136501e-10,5.768171769537986e-11,6.2435950945177605e-12,1.402585590221147e-11,2.2713967066648065e-05,5
3.6714533116947715e-10,4.6397492626826006e-11,6.623099696764982e-12,1.4444011928973909e-11,2.2793791751031508e-05,5
3.3420040175428885e-10,3.483984142987624e-11,5.532528168525457e-12,1.2981249825452436e-11,2.237052234303573e-05,5
4.2590649988001337e-10,4.1057575040452597e-11,5.420879122214971e-12,1.1388645506403346e-11,2.9131034278468674e-05,5
4.055297525394024e-10,5.340174733468205e-11,6.596279660971669e-12,1.5571994204851435e-11,2.922051358010334e-05,5
4.5584769988032126e-10,6.122906896576964e-11,8.863305369162433e-12,2.6572775469829774e-11,2.7390632839792082e-05,5
2.569881088860652e-10,4.80236952748512e-11,8.29276410014938e-12,1.7395210163609785e-11,2.2504299094136387e-05,5
3.35977456412236e-10,4.368645813303155e-11,6.772366110268581e-12,1.6861494170931494e-11,2.4867732635798817e-05,5
2.5987580860120097e-10,4.229515126255549e-11,8.565518855311678e-12,1.965539145392908e-11,1.9953136711684298e-05,5
2.0136403972873625e-10,2.8559389022387074e-11,5.344287217016016e-12,1.6573426005623175e-11,1.8246041706207147e-05,5
2.1881236812578317e-10,4.713423679081582e-11,5.6827032090030215e-12,1.4841684127125107e-11,1.986330509850698e-05,5
1.944231975880936e-10,4.010972085626036e-11,6.016431982675165e-12,1.0173524483474204e-11,1.815082805884219e-05,5
3.8195588040684805e-10,5.048349550959427e-11,6.642932306846786e-12,1.3044879210489107e-11,2.6157588992701224e-05,5
3.4692093511304763e-10,4.897700673188889e-11,6.338876787120494e-12,1.4666350936069588e-11,2.3190839225541362e-05,5
3.31134625534088e-10,4.26618529119161e-11,8.595659215215375e-12,1.262534200276586e-11,2.272972417891271e-05,5
2.4850745951374664e-10,3.364059263806228e-11,5.323492112643263e-12,1.3184422784585522e-11,1.9928031182534734e-05,5
2.675125637607614e-10,3.93642180462587e-11,6.817667230061176e-12,1.465180503494173e-11,2.038725959087932e-05,5
3.8968042829369436e-10,5.5620485215754424e-11,8.342863676740714e-12,1.4327681468119139e-11,2.6210892804536045e-05,5
3.7042875548519123e-10,5.100160128012694e-11,5.810818269877433e-12,1.042772721756563e-11,2.361315066058936e-05,5
3.8211568561991627e-10,4.293721755236186e-11,5.682802675375687e-12,1.0310264692719703e-11,2.3923584168615612e-05,5
2.8660554167291757e-10,3.9691058759903775e-11,6.7790957863103915e-12,1.1911980815568895e-11,2.1467589601378597e-05,5
3.4756523120352827e-10,5.405664539497325e-11,7.1854523887571574e-12,1.1891015129085142e-11,2.224465378142755e-05,5
3.4644481255596567e-10,5.2494345122204644e-11,6.715474338667702e-12,9.483305297769458e-12,2.2383581577237627e-05,5
3.478055894814207e-10,5.900583061206581e-11,9.1282523168563e-12,1.9377463670510728e-11,2.4915762697329268e-05,5
3.9292955122458255e-10,6.074163886093711e-11,1.3031860616987573e-11,3.511391015545687e-11,2.6431031927308414e-05,5
3.20011993873199e-10,3.194830067971301e-11,8.53993805921637e-12,1.8662684679035862e-11,2.662300849674645e-05,5
3.6191751055523423e-10,2.33934757102725e-11,6.7233816748896765e-12,2.4664996829463044e-11,3.1571821500671884e-05,5
3.141931195065438e-10,2.885008106798442e-11,6.352682501020952e-12,1.5591605493739927e-11,2.885043811550799e-05,5
3.007604289162018e-10,2.6933801588062486e-11,4.469314273292881e-12,1.5041490497513335e-11,2.483856120947688e-05,5
2.5453387374923627e-10,2.6856250642936986e-11,6.32549743343116e-12,1.8514899397597192e-11,2.2807960420909408e-05,5
2.6233430408848596e-10,3.299520153569947e-11,7.0907359845539755e-12,1.4676780881739892e-11,2.4297382682590638e-05,5
2.173416148522597e-10,2.6291422880344067e-11,4.482583601351404e-12,1.402872336591901e-11,2.2802414622670713e-05,5
2.3183595492463208e-10,2.7176674356776388e-11,6.185891245247519e-12,1.667569070550749e-11,2.3594411253884613e-05,5
1.8413707280258855e-10,2.2908238205901144e-11,4.465540349894692e-12,1.0861859010457236e-11,1.7908207070040512e-05,5
2.6776522101276696e-10,2.1688020496060393e-11,7.471313244845505e-12,2.5595942867946284e-11,2.3202629618734162e-05,5
2.0549370447452772e-10,2.3845100680786694e-11,4.878022872735708e-12,1.1029869828866993e-11,2.0636451832428887e-05,5
2.700479668134917e-10,3.408191763835455e-11,6.921016898984003e-12,1.4754743942147107e-11,2.179954257932129e-05,5
1.8515062258806132e-10,2.1961067637767377e-11,6.004562983647061e-12,1.3591457073516387e-11,2.0364071296975932e-05,5
2.4428239466517355e-10,2.6960560094009193e-11,6.050955453964217e-12,1.4235372424981627e-11,1.9608456318613317e-05,5
2.0214041506848647e-10,2.4742514758580677e-11,5.533844265419454e-12,1.408971734952808e-11,1.991934423353517e-05,5
2.517409547830527e-10,2.8796757640115157e-11,4.031548818136438e-12,1.2972967482397647e-11,2.1583420778333407e-05,5
2.8742888918459485e-10,3.059075524542457e-11,6.725536291568586e-12,1.6202903924157563e-11,2.3049507418241524e-05,5
2.5019439002755923e-10,3.007190588409602e-11,5.443818226021223e-12,1.4124243870669716e-11,2.2350266749846842e-05,5
2.4212851163978455e-10,2.024146929244536e-11,6.509734924041983e-12,1.984459915232308e-11,2.756038267343492e-05,5
4.6541088546524625e-10,3.341148071906291e-11,5.4428539617477926e-12,1.3211415277215192e-11,3.852597355298692e-05,5
3.304005632124954e-10,2.591544611464955e-11,6.637127834892611e-12,2.2337466531571796e-11,3.139579661946451e-05,5
2.5821743638068553e-10,2.4434498660033246e-11,5.499120323134396e-12,2.3205121961598248e-11,2.671650946848564e-05,5
4.5870326737994094e-10,2.6060315074600472e-11,7.589289072103763e-12,1.9721850016917652e-11,3.7093771394034145e-05,5
2.157928088124582e-10,2.234036067404961e-11,4.579589155795084e-12,2.058638157100964e-11,2.9166312401176124e-05,5
3.352989330790922e-10,2.2531984715347552e-11,8.707034271715173e-12,3.233395401590167e-11,2.3413465036223574e-05,5
2.651091841142521e-10,3.855513584320318e-11,7.540249466348746e-12,1.6078065971831656e-11,2.2847474173407712e-05,5
3.550637121515584e-10,3.686225764235145e-11,5.310385405597798e-12,9.491265378088533e-12,2.4760814295381077e-05,5
1.5768782669629425e-10,3.2687891238803414e-11,4.955120779406183e-12,9.92638970765599e-12,1.8715476024066606e-05,5
1.9221198975570288e-10,2.8766717447974627e-11,4.624188324743677e-12,1.1431618296162467e-11,1.7190003941712204e-05,5
6.082417230009804e-10,4.911583642160446e-11,8.543862925102868e-12,2.4942139571210406e-11,3.39232851447957e-05,5
2.409682673423066e-10,3.1282634987076864e-11,5.2973714930014875e-12,8.41616811524545e-12,2.073596614825697e-05,5
2.7957957872029593e-10,3.8458013454105877e-11,6.7485420435841644e-12,1.6743930707552666e-11,2.2979459030167062e-05,5
1.8849869694878631e-10,2.656633827556803e-11,6.571631157570668e-12,1.970454661343096e-11,1.7562185078829912e-05,5
1.2964541773882955e-10,2.5884016965130593e-11,5.996475515757227e-12,2.4667424487413106e-11,1.746037479678451e-05,5
2.7293897943369157e-10,3.7977461454889924e-11,8.422259094203332e-12,3.5623328962474504e-11,2.230766226482119e-05,5
3.227507036280688e-10,4.062250149341051e-11,6.910650262658981e-12,1.573458323880061e-11,2.181065101847244e-05,5
2.225391489664956e-10,4.012487233645891e-11,7.254300280406528e-12,1.8657586534216603e-11,1.8654620919467367e-05,5
1.4273714410374108e-10,3.753005762643089e-11,4.8577002661310134e-12,1.506927904928495e-11,1.5585196785427374e-05,5
1.7009442174403153e-10,4.321292606528376e-11,4.140233572862023e-12,1.6276067220128496e-11,1.8070331171768212e-05,5
2.945400706017863e-10,5.809151861119158e-11,9.074550802874243e-12,2.9711270911361126e-11,2.356799301404886e-05,5
3.4344367960351037e-10,5.710813987319325e-11,1.043804701560055e-11,2.2581160916510628e-11,2.191727278181914e-05,5
1.8954368117068825e-10,5.8071626842720093e-11,7.58732089643847e-12,2.247428788403393e-11,1.8328002919043165e-05,5
2.638184520677628e-10,6.324195313041297e-11,9.939612813074355e-12,2.3374363868100417e-11,2.0380439952012817e-05,5
1.5700599675683128e-10,4.3145796708621375e-11,6.3625142903261795e-12,1.8562864962380945e-11,1.6327487914407378e-05,5
2.3509883203689576e-10,4.19278892383879e-11,7.938229618768337e-12,2.601233581445369e-11,2.0192283824584643e-05,5
2.1383603247414517e-10,2.3483860408515874e-11,6.045520843573652e-12,2.2106150330411485e-11,2.211185434099841e-05,5
2.498871541764868e-10,3.189284796994197e-11,6.591517750098482e-12,2.521671472106099e-11,2.177745335945573e-05,5
1.7887520773765812e-10,2.6689760968410148e-11,4.993379871400531e-12,1.9646745872532883e-11,1.848673630500124e-05,5
1.9889211913123594e-10,4.3664859254143936e-11,9.514341397723135e-12,2.7049032519153703e-11,2.0347408889333545e-05,5
2.3951724497376147e-10,3.30609300683283e-11,8.179498205557039e-12,2.6293137028527006e-11,2.197606357703008e-05,5
1.4797103376118946e-10,2.3961677765357514e-11,5.8113752104945635e-12,3.029133782212479e-11,1.8474004087217794e-05,5
3.514821800777443e-10,4.8758667927444636e-11,6.82616765131744e-12,2.3877366343502457e-11,2.3840315794607978e-05,5
2.2039390613896218e-10,2.4415076458461193e-11,7.016829604481787e-12,2.256078459088253e-11,1.961675647001518e-05,5
2.4581625047582927e-10,3.970724747887206e-11,7.0010045839677655e-12,2.1411406895919943e-11,2.026604016593706e-05,5
3.72648501858157e-10,4.3938804785792295e-11,6.9033463015484154e-12,2.0049082313390188e-11,2.7714566716484124e-05,5
4.3703602328483924e-10,4.630431645497342e-11,7.2262080713647244e-12,1.887527857737754e-11,2.7200331880186514e-05,5
5.063095186671234e-10,6.4983322928767e-11,8.420398052370988e-12,1.2380127655108093e-11,2.8540161665688365e-05,5
3.099775723565549e-10,3.34436082552032e-11,5.421007886905924e-12,1.4409946413364256e-11,2.4854256279732807e-05,5
3.6110223770024845e-10,4.7421309664541604e-11,7.586778841248098e-12,1.334668964694039e-11,2.296662160174561e-05,5
3.6790210538040316e-10,4.682796676653392e-11,7.460604459491506e-12,2.1224688827635656e-11,2.4424491415808506e-05,5
4.704049634516945e-10,5.882655970007816e-11,6.81112512731519e-12,1.6890027175065192e-11,2.8653166966735863e-05,5
4.116412221081371e-10,4.6917063030265636e-11,9.68682771050732e-12,2.1337917141488472e-11,2.6758300636619522e-05,5
3.233708823262971e-10,3.155651395888629e-11,6.883061098100685e-12,3.774381860876949e-11,2.3916144168759036e-05,5
2.821934786757061e-10,4.296472933094671e-11,6.877423439778394e-12,1.680282630523817e-11,2.4467755106363818e-05,5
4.0363331175053916e-10,4.731736999349442e-11,6.58369183393429e-12,1.1752054162781145e-11,2.548343066627201e-05,5
3.197250823079611e-10,4.745030479446101e-11,5.9106866000154985e-12,1.466594911659529e-11,2.525723164936865e-05,5
3.5102688919427917e-10,3.7617065996300145e-11,5.936149699968507e-12,1.2234864821580184e-11,2.6251408305744538e-05,5
3.5020495082482994e-10,3.738029339661109e-11,7.433716207581503e-12,1.3133130875740895e-11,2.4416636502354713e-05,5
2.559419114747114e-10,4.35505664743249e-11,5.7227075403235085e-12,1.1990253504397799e-11,2.316697995525709e-05,5
3.430107322880474e-10,3.40740157316187e-11,5.652480829172651e-12,1.1436335737920973e-11,2.1824122702053646e-05,5
3.121730972883869e-10,3.611128228247126e-11,4.63982964579385e-12,1.1106592721961624e-11,2.625663893355372e-05,5
3.374102553493143e-10,3.3069153035973074e-11,5.312473576190232e-12,1.37541107604e-11,2.47460765950436e-05,5
2.4545686833024124e-10,2.8793674592697223e-11,5.717995799209094e-12,1.7187675028126234e-11,2.1309705569048122e-05,5
1.9954041706085195e-10,3.7346987622886335e-11,8.221789916277164e-12,1.952076999521968e-11,1.728908455134572e-05,5
3.282864660643343e-10,3.799816697532094e-11,6.457206384153241e-12,2.6537605595019346e-11,2.5142647714487694e-05,5
2.1517640686375922e-10,3.08832379243794e-11,6.5650230360306505e-12,1.8554007508932264e-11,2.1347943532392046e-05,5
2.9811687612977635e-10,3.9045847682117726e-11,5.126479782973358e-12,1.6772009952428576e-11,2.3738601176349904e-05,5
1.5346973560277354e-10,2.0029441527053706e-11,4.7039331843379995e-12,1.5822565848428418e-11,1.671817620455242e-05,5
1.6439352219570343e-10,3.035377034630618e-11,6.2363860068237186e-12,1.653064933800757e-11,1.761605541015677e-05,5
2.1754660485837162e-10,2.668904885372201e-11,4.387360094934772e-12,1.810764622111603e-11,2.1055248902635316e-05,5
1.0638017132798254e-10,2.924477852824738e-11,4.445696392473348e-12,2.0393249076021842e-11,1.7933531685357917e-05,5
2.3452611927925964e-10,2.5012239046168242e-11,5.775229598228984e-12,1.6340120945490908e-11,1.774739652346149e-05,5
2.3454808860677825e-10,2.7500259634791045e-11,5.136780866354089e-12,9.703049310016098e-12,2.10887381326172e-05,5
2.4256724348597007e-10,3.386896885294563e-11,5.331490846022757e-12,1.6602227316127717e-11,2.0425923852229176e-05,5
1.4346215793539875e-10,3.209872720399073e-11,4.783034799881677e-12,1.459750153499381e-11,1.5810451045315368e-05,5
1.9228827945259186e-10,3.5625008147869105e-11,3.63733411918587e-12,5.9072182096251565e-12,1.9219463008764907e-05,5
1.4777562308975659e-10,2.613588875844246e-11,3.934475026755281e-12,7.653717939694098e-12,1.824750630403615e-05,5
2.5641353133574656e-10,3.0703603955412465e-11,4.3013844084755665e-12,1.1731976071702783e-11,1.983862510680975e-05,5
2.3200439380848643e-10,2.6020628732531836e-11,4.488573700821651e-12,9.873645141460412e-12,1.988724313006176e-05,5
1.5099155395767805e-10,3.326105787975786e-11,5.130414805091066e-12,9.799125065265806e-12,1.633619742606216e-05,5
